endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.7774,NAN,,NAN,0.43,5.57,,0,38,38,38,1,39,Riley,Acc,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,1.7698,space,0.3524,,,,0,0,0,0,1,eight_1,eight_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,7.6294,0,1,1,1,1,eight_2,eight_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,9.4387,0,2,2,2,1,eight_3,eight_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,1.0859,0,3,3,3,1,eight_4,eight_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.7396,0,4,4,4,1,eight_5,eight_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,0.57,5.43,,0,39,39,39,1,40,Riley,Acc,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,5.6584,NAN,,NAN,0.57,5.43,,0,40,40,40,1,41,Riley,Acc,Participant_Images/101/101_Images/101_Image_19.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,9.292,NAN,,NAN,0.57,5.43,,0,41,41,41,1,42,Riley,Acc,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,43.6694,NAN,,NAN,0.57,5.43,,0,42,42,42,1,43,Riley,Acc,Participant_Images/101/101_Images/101_Image_7.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.078,NAN,,NAN,0.57,5.43,,0,43,43,43,1,44,Riley,Acc,Participant_Images/101/101_Images/101_Image_8.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.8925,space,0.282,0.01,2,0.7492,0,0,0,0,1,nine_1,nine_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,2.7578,0,1,1,1,1,nine_2,nine_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,2.088,0,2,2,2,1,nine_3,nine_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,nine_4,nine_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,1.1418,0,4,4,4,1,nine_5,nine_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,0.68,5.32,,0,44,44,44,1,45,Riley,Acc,Participant_Images/101/101_Images/101_Image_21.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,18.9103,NAN,,NAN,0.68,5.32,,0,45,45,45,1,46,Riley,Acc,Participant_Images/101/101_Images/101_Image_1.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,36.0045,NAN,,NAN,0.68,5.32,,0,46,46,46,1,47,Riley,Acc,Participant_Images/101/101_Images/101_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.4168,NAN,,NAN,0.68,5.32,,0,47,47,47,1,48,Riley,Acc,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,16.1654,NAN,,NAN,0.68,5.32,,0,48,48,48,1,49,Riley,Acc,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,2.0862,space,0.1767,0.01,1,2.4262,0,0,0,0,1,ten_1,ten_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,ten_2,ten_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,ten_3,ten_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,ten_4,ten_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,4.5576,0,4,4,4,1,ten_5,ten_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,3,,5,0.74,5.26,,0,49,49,49,1,50,Riley,Acc,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,22.0261,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,space,116.5292,space,62.3333,NAN,,NAN,0.74,5.26,,0,50,50,50,1,51,Sam,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.6549,NAN,,NAN,0.74,5.26,,0,51,51,51,1,52,Sam,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.411,NAN,,NAN,0.74,5.26,,0,52,52,52,1,53,Sam,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,90.116,NAN,,NAN,0.74,5.26,,0,53,53,53,1,54,Sam,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,7724.3315,space,0.3004,0.01,1,0.96,0,0,0,0,1,eleven_1,eleven_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,2.8781,0,1,1,1,1,eleven_2,eleven_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.2653,0,2,2,2,1,eleven_3,eleven_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,1.4467,0,3,3,3,1,eleven_4,eleven_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,eleven_5,eleven_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,0.84,5.16,,0,54,54,54,1,55,Sam,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,4.7919,NAN,,NAN,0.84,5.16,,0,55,55,55,1,56,Sam,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,149.5279,NAN,,NAN,0.84,5.16,,0,56,56,56,1,57,Sam,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.6798,NAN,,NAN,0.84,5.16,,0,57,57,57,1,58,Sam,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.6761,NAN,,NAN,0.84,5.16,,0,58,58,58,1,59,Sam,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.9783,space,0.2126,0.01,1,0.7593,0,0,0,0,1,twelve_1,twelve_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,1.3778,0,1,1,1,1,twelve_2,twelve_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,2.8045,0,2,2,2,1,twelve_3,twelve_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,2.3144,0,3,3,3,1,twelve_4,twelve_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.9805,0,4,4,4,1,twelve_5,twelve_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,0.99,5.01,,0,59,59,59,1,60,Sam,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.2056,NAN,,NAN,0.99,5.01,,0,60,60,60,1,61,Sam,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.7681,NAN,,NAN,0.99,5.01,,0,61,61,61,1,62,Sam,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.8927,NAN,,NAN,0.99,5.01,,0,62,62,62,1,63,Sam,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.8405,NAN,,NAN,0.99,5.01,,0,63,63,63,1,64,Sam,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.7926,space,0.1582,0.01,1,0.7176,0,0,0,0,1,thirteen_1,thirteen_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,2.4492,0,1,1,1,1,thirteen_2,thirteen_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.0746,0,2,2,2,1,thirteen_3,thirteen_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,2.0581,0,3,3,3,1,thirteen_4,thirteen_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,thirteen_5,thirteen_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.09,4.91,,0,64,64,64,1,65,Sam,Rej,Participant_Images/101/101_Images/101_Image_9.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,2.8925,NAN,,NAN,1.09,4.91,,0,65,65,65,1,66,Sam,Rej,Participant_Images/101/101_Images/101_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.0782,NAN,,NAN,1.09,4.91,,0,66,66,66,1,67,Sam,Rej,Participant_Images/101/101_Images/101_Image_14.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,3.3674,NAN,,NAN,1.09,4.91,,0,67,67,67,1,68,Sam,Rej,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.8514,NAN,,NAN,1.09,4.91,,0,68,68,68,1,69,Sam,Rej,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,11.1036,space,0.3188,0.01,1,0.9242,0,0,0,0,1,fourteen_1,fourteen_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,3.5063,0,1,1,1,1,fourteen_2,fourteen_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,4.0678,0,2,2,2,1,fourteen_3,fourteen_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,2.2613,0,3,3,3,1,fourteen_4,fourteen_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,fourteen_5,fourteen_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.18,4.82,,0,69,69,69,1,70,Sam,Rej,Participant_Images/101/101_Images/101_Image_24.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,4.0744,NAN,,NAN,1.18,4.82,,0,70,70,70,1,71,Sam,Rej,Participant_Images/101/101_Images/101_Image_11.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.15,NAN,,NAN,1.18,4.82,,0,71,71,71,1,72,Sam,Rej,Participant_Images/101/101_Images/101_Image_5.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,2.4247,NAN,,NAN,1.18,4.82,,0,72,72,72,1,73,Sam,Rej,Participant_Images/101/101_Images/101_Image_1.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,8.8611,NAN,,NAN,1.18,4.82,,0,73,73,73,1,74,Sam,Rej,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.8602,space,0.27,0.01,2,0.8112,0,0,0,0,1,fifteen_1,fifteen_1,0,4,0.01,0.01,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.5453,0,1,1,1,1,fifteen_2,fifteen_2,0,5,0.02,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.7654,0,2,2,2,1,fifteen_3,fifteen_3,0,6,0.03,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.5831,0,3,3,3,1,fifteen_4,fifteen_4,0,1,0.04,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.6426,0,4,4,4,1,fifteen_5,fifteen_5,0,2,0.05,0.01,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,3,,5,1.23,4.77,,0,74,74,74,1,75,Sam,Rej,Participant_Images/101/101_Images/101_Image_23.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,2.1309,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,space,2.409,space,3.254,NAN,,NAN,1.23,4.77,,0,75,75,75,1,76,Charlie,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.0367,NAN,,NAN,1.23,4.77,,0,76,76,76,1,77,Charlie,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.4861,NAN,,NAN,1.23,4.77,,0,77,77,77,1,78,Charlie,Rej,Participant_Images/101/101_Images/101_Image_23.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.4788,NAN,,NAN,1.23,4.77,,0,78,78,78,1,79,Charlie,Rej,Participant_Images/101/101_Images/101_Image_9.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,space,0.5233,space,0.3364,0.01,1,0.8131,0,0,0,0,1,sixteen_1,sixteen_1,0,5,0.01,0.02,green,0,0,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,0.6362,0,1,1,1,1,sixteen_2,sixteen_2,0,1,0.02,0.02,green,0,1,1,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,0.8339,0,2,2,2,1,sixteen_3,sixteen_3,0,2,0.03,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.5851,0,3,3,3,1,sixteen_4,sixteen_4,0,4,0.04,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,3.0704,0,4,4,4,1,sixteen_5,sixteen_5,0,3,0.05,0.02,green,1,0,0,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,1.38,4.62,,0,79,79,79,1,80,Charlie,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.9919,NAN,,NAN,1.38,4.62,,0,80,80,80,1,81,Charlie,Rej,Participant_Images/101/101_Images/101_Image_1.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.8482,NAN,,NAN,1.38,4.62,,0,81,81,81,1,82,Charlie,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,1.2831,NAN,,NAN,1.38,4.62,,0,82,82,82,1,83,Charlie,Rej,Participant_Images/101/101_Images/101_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_16h33.36.654,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.775,NAN,,NAN,1.38,4.62,,0,83,83,83,1,84,Charlie,Rej,Participant_Images/101/101_Images/101_Image_2.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,,,
