endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,nine_2,nine_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,nine_3,nine_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,nine_4,nine_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,8.4069,0,4,4,4,1,nine_5,nine_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,NAN,,NAN,0.7,5.3,,0,44,44,44,1,45,Riley,Acc,Participant_Images/101/101_Images/101_Image_21.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,1.9815,NAN,,NAN,0.7,5.3,,0,45,45,45,1,46,Riley,Acc,Participant_Images/101/101_Images/101_Image_1.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,8.1577,NAN,,NAN,0.7,5.3,,0,46,46,46,1,47,Riley,Acc,Participant_Images/101/101_Images/101_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,1.9986,NAN,,NAN,0.7,5.3,,0,47,47,47,1,48,Riley,Acc,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,8.5021,NAN,,NAN,0.7,5.3,,0,48,48,48,1,49,Riley,Acc,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,space,1.126,space,0.5167,0.02,2,1.0878,0,0,0,0,1,ten_1,ten_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,4.4208,0,1,1,1,1,ten_2,ten_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,2.2424,0,2,2,2,1,ten_3,ten_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,4.0794,0,3,3,3,1,ten_4,ten_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,ten_5,ten_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,NAN,space,5,0.81,5.19,,0,49,49,49,1,50,Riley,Acc,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,11.4904,1.085
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,space,12.5175,space,7.9843,NAN,,NAN,0.81,5.19,,0,50,50,50,1,51,Sam,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,1.6754,NAN,,NAN,0.81,5.19,,0,51,51,51,1,52,Sam,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,301.0742,NAN,,NAN,0.81,5.19,,0,52,52,52,1,53,Sam,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,15.0459,NAN,,NAN,0.81,5.19,,0,53,53,53,1,54,Sam,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,space,3.3689,space,1.1839,,,,0,0,0,0,1,eleven_1,eleven_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,eleven_2,eleven_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,eleven_3,eleven_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,eleven_4,eleven_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,eleven_5,eleven_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,NAN,,NAN,0.81,5.19,,0,54,54,54,1,55,Sam,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,2.0449,NAN,,NAN,0.81,5.19,,0,55,55,55,1,56,Sam,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,6.6526,NAN,,NAN,0.81,5.19,,0,56,56,56,1,57,Sam,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,10.6214,NAN,,NAN,0.81,5.19,,0,57,57,57,1,58,Sam,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,0.7166,NAN,,NAN,0.81,5.19,,0,58,58,58,1,59,Sam,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,space,11.0598,space,0.8534,0.02,2,7.2419,0,0,0,0,1,twelve_1,twelve_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,6.1417,0,1,1,1,1,twelve_2,twelve_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,twelve_3,twelve_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,twelve_4,twelve_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,7.9999,0,4,4,4,1,twelve_5,twelve_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,NAN,,NAN,0.9,5.1,,0,59,59,59,1,60,Sam,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,12.7383,NAN,,NAN,0.9,5.1,,0,60,60,60,1,61,Sam,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,2.5261,NAN,,NAN,0.9,5.1,,0,61,61,61,1,62,Sam,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,7.1754,NAN,,NAN,0.9,5.1,,0,62,62,62,1,63,Sam,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,space,0.3434,NAN,,NAN,0.9,5.1,,0,63,63,63,1,64,Sam,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,space,0.9893,space,0.3231,0.01,1,0.7757,0,0,0,0,1,thirteen_1,thirteen_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,1,2.3997,0,1,1,1,1,thirteen_2,thirteen_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,thirteen_3,thirteen_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-05-21_15h20.46.422,WTP_SM_Choice,2022.2.1,MacIntel,126.5822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,3.0041,0,3,3,3,1,thirteen_4,thirteen_4,0,1,0.04,0.01,green,1,0,0,,,
